,Date,Close,signal,S_Return,trade_num,Return,INRClose,USDINR,Signal_backtest,units_equity,equity_allocation,cash_allocation,Strategy_Return,Market_Return
19,2010-03-01,2273.570068359375,1,0.015652530746119893,0,0.015652530746119893,104595.59099487306,46.005,1,25.49351435455219,2666509.200450666,0.0,2666509.200450666,2666509.200450666
20,2010-03-02,2280.7900390625,1,0.0031705778994622538,0,0.0031705778994622538,104241.22794531251,45.704,1,25.49351435455219,2657475.240959971,0.0,2657475.240959971,2657475.240959971
21,2010-03-03,2280.679931640625,1,-4.827716617829762e-05,0,-4.827716617829762e-05,104227.07287597656,45.7,1,25.49351435455219,2657114.3784966655,0.0,2657114.3784966655,2657114.3784966655
22,2010-03-04,2292.31005859375,1,0.005086454180971281,0,0.005086454180971281,104976.33913330079,45.795,1,25.49351435455219,2676215.8085831422,0.0,2676215.8085831422,2676215.8085831422
23,2010-03-05,2326.35009765625,1,0.014740489348016875,0,0.014740489348016875,105744.24368896484,45.455,1,25.49351435455219,2695792.3943958897,0.0,2695792.3943958897,2695792.3943958897
24,2010-03-08,2332.2099609375,1,0.002515741472950436,0,0.002515741472950436,106197.18057128905,45.535,1,25.49351435455219,2707339.3473071284,0.0,2707339.3473071284,2707339.3473071284
25,2010-03-09,2340.679931640625,1,0.003625157097084001,0,0.003625157097084001,106711.59808349611,45.59,1,25.49351435455219,2720453.657538812,0.0,2720453.657538812,2720453.657538812
26,2010-03-10,2358.949951171875,1,0.00777512784024806,0,0.00777512784024806,107143.50678222657,45.42,1,25.49351435455219,2731464.528149753,0.0,2731464.528149753,2731464.528149753
27,2010-03-11,2368.4599609375,1,0.004023354340300912,0,0.004023354340300912,107800.45512207031,45.515,1,25.49351435455219,2748212.4500817587,0.0,2748212.4500817587,2748212.4500817587
28,2010-03-12,2367.659912109375,1,-0.0003378499097069139,0,-0.0003378499097069139,107645.65790405274,45.465,1,25.49351435455219,2744266.124982183,0.0,2744266.124982183,2744266.124982183
29,2010-03-15,2362.2099609375,1,-0.002304483518596257,0,-0.002304483518596257,107634.09687011718,45.565,1,25.49351435455219,2743971.393597593,0.0,2743971.393597593,2743971.393597593
30,2010-03-16,2378.010009765625,1,0.00666640258882385,0,0.00666640258882385,108247.01564453126,45.52,1,25.49351435455219,2759596.847171293,0.0,2759596.847171293,2759596.847171293
31,2010-03-17,2389.090087890625,1,0.004648569507938189,0,0.004648569507938189,108452.74453979493,45.395,1,25.49351435455219,2764841.599715844,0.0,2764841.599715844,2764841.599715844
32,2010-03-18,2391.280029296875,1,0.0009162225960598427,0,0.0009162225960598427,108743.4593322754,45.475,1,25.49351435455219,2772252.941451025,0.0,2772252.941451025,2772252.941451025
33,2010-03-19,2374.409912109375,1,-0.007079851128272546,0,-0.007079851128272546,107928.80255493164,45.455,1,25.49351435455219,2751484.477203779,0.0,2751484.477203779,2751484.477203779
34,2010-03-22,2395.39990234375,1,0.00880124220644825,0,0.00880124220644825,108978.7185571289,45.495,1,25.49351435455219,2778250.5258768685,0.0,2778250.5258768685,2778250.5258768685
35,2010-03-23,2415.239990234375,1,0.008248466242409129,0,0.008248466242409129,109736.42895629883,45.435,1,25.49351435455219,2797567.2268147008,0.0,2797567.2268147008,2797567.2268147008
36,2010-03-24,2398.760009765625,1,-0.006846715765301061,0,-0.006846715765301061,108980.46476367189,45.432,1,25.49351435455219,2778295.0428184383,0.0,2778295.0428184383,2778295.0428184383
37,2010-03-25,2397.409912109375,1,-0.0005629899331767135,0,-0.0005629899331767135,108914.3323071289,45.43,1,25.49351435455219,2776609.094088258,0.0,2776609.094088258,2776609.094088258
38,2010-03-26,2395.1298828125,1,-0.0009514910951003122,0,-0.0009514910951003122,108104.18726074218,45.135,1,25.49351435455219,2755955.6497189286,0.0,2755955.6497189286,2755955.6497189286
39,2010-03-29,2404.360107421875,1,0.0038463403435526557,0,0.0038463403435526557,107943.74702270508,44.895,1,25.49351435455219,2751865.464207482,0.0,2751865.464207482,2751865.464207482
40,2010-03-30,2410.68994140625,1,0.002629188717252734,0,0.002629188717252734,108541.3146118164,45.025,1,25.49351435455219,2767099.5621183068,0.0,2767099.5621183068,2767099.5621183068
41,2010-03-31,2397.9599609375,1,-0.005294629663488832,0,-0.005294629663488832,107488.55524902344,44.825,1,25.49351435455219,2740261.0261910553,0.0,2740261.0261910553,2740261.0261910553
42,2010-04-01,2402.580078125,1,0.0019248328631193768,0,0.0019248328631193768,107671.62620117186,44.815,1,25.49351435455219,2744928.1481375527,0.0,2744928.1481375527,2744928.1481375527
43,2010-04-05,2429.530029296875,1,0.011154642593747417,0,0.011154642593747417,107834.69035034179,44.385,1,25.49351435455219,2749085.226365129,0.0,2749085.226365129,2749085.226365129
44,2010-04-06,2436.81005859375,1,0.002991995872181462,0,0.002991995872181462,108255.28685302734,44.425,1,25.49351435455219,2759807.7093438176,0.0,2759807.7093438176,2759807.7093438176
45,2010-04-07,2431.159912109375,1,-0.002321357385367816,0,-0.002321357385367816,108009.1414152832,44.427,1,25.49351435455219,2753532.5970933796,0.0,2753532.5970933796,2753532.5970933796
46,2010-04-08,2436.81005859375,1,0.0023213573853679017,0,0.0023213573853679017,108109.07824951172,44.365,1,25.49351435455219,2756080.338211333,0.0,2756080.338211333,2756080.338211333
47,2010-04-09,2454.050048828125,1,0.007049909938014461,0,0.007049909938014461,108407.66090698242,44.175,1,25.49351435455219,2763692.2594755827,0.0,2763692.2594755827,2763692.2594755827
48,2010-04-12,2457.8701171875,1,0.0015554280201785287,0,0.0015554280201785287,109338.35216308593,44.485,1,25.49351435455219,2787418.8503727135,0.0,2787418.8503727135,2787418.8503727135
49,2010-04-13,2465.989990234375,1,0.0032981767273520656,0,0.0032981767273520656,109847.52411499024,44.545,1,25.49351435455219,2800399.4328375217,0.0,2800399.4328375217,2800399.4328375217
50,2010-04-14,2504.860107421875,1,0.015639542013083933,0,0.015639542013083933,110752.38964965822,44.215,1,25.49351435455219,2823467.635334519,0.0,2823467.635334519,2823467.635334519
51,2010-04-15,2515.68994140625,1,0.004314208872125182,0,0.004314208872125182,111558.27045166015,44.345,1,25.49351435455219,2844012.3691284135,0.0,2844012.3691284135,2844012.3691284135
52,2010-04-16,2481.260009765625,1,-0.013780596901280605,0,-0.013780596901280605,109857.78693237304,44.275,1,25.49351435455219,2800661.068119788,0.0,2800661.068119788,2800661.068119788
53,2010-04-19,2480.110107421875,1,-0.00046354226239103815,0,-0.00046354226239103815,110947.72565551757,44.735,1,25.49351435455219,2828447.4366038553,0.0,2828447.4366038553,2828447.4366038553
54,2010-04-20,2500.31005859375,1,0.00811179027608065,0,0.00811179027608065,111301.30225830078,44.515,1,25.49351435455219,2837461.346802343,0.0,2837461.346802343,2837461.346802343
55,2010-04-21,2504.610107421875,1,0.0017183290616180152,0,0.0017183290616180152,111592.90333618164,44.555,1,25.49351435455219,2844895.2830671016,0.0,2844895.2830671016,2844895.2830671016
56,2010-04-22,2519.070068359375,1,0.005756736243200827,0,0.005756736243200827,112186.78549438476,44.535,1,25.49351435455219,2860035.4263921655,0.0,2860035.4263921655,2860035.4263921655
57,2010-04-23,2530.14990234375,1,0.004388737996258312,0,0.004388737996258312,112123.59292236327,44.315,1,25.49351435455219,2858424.4256502343,0.0,2858424.4256502343,2858424.4256502343
58,2010-04-26,2522.949951171875,1,-0.00284971849086631,0,-0.00284971849086631,112006.3630822754,44.395,1,25.49351435455219,2855435.8250391725,0.0,2855435.8250391725,2855435.8250391725
59,2010-04-27,2471.469970703125,1,-0.020615728971921037,0,-0.020615728971921037,109844.48284790039,44.445,1,25.49351435455219,2800321.9002513103,0.0,2800321.9002513103,2800321.9002513103
60,2010-04-28,2471.72998046875,1,0.00010519896764562772,0,0.00010519896764562772,110350.38497802734,44.645,1,25.49351435455219,2813219.1234677006,0.0,2813219.1234677006,2813219.1234677006
61,2010-04-29,2511.919921875,1,0.01612906743603589,0,0.01612906743603589,111855.79412109376,44.53,1,25.49351435455219,2851597.293065938,0.0,2851597.293065938,2851597.293065938
62,2010-04-30,2461.18994140625,1,,0,0.0,108969.18465576171,44.275,1,25.49351435455219,2778007.4732255093,0.0,2778007.4732255093,2778007.4732255093
63,2010-05-03,2498.739990234375,0,0.01514165190505263,0,0.01514165190505263,111243.90436523438,44.52,0,0.0,0.0,2794041.276945905,2794041.276945905,2835998.0727915335
64,2010-05-04,2424.25,0,0.0002380952380952381,0,-0.03026440271272588,108157.91375,44.615,0,0.0,0.0,2800668.6524815178,2800668.6524815178,2757325.326744043
65,2010-05-05,2402.2900390625,0,0.0002380952380952381,0,-0.009099732849078033,107682.65100097656,44.825,0,0.0,0.0,2814518.0496168993,2814518.0496168993,2745209.20902963
66,2010-05-06,2319.639892578125,0,0.0002380952380952381,0,-0.035010510439219045,105508.82051391601,45.485,0,0.0,0.0,2856628.929520822,2856628.929520822,2689790.6303033885
67,2010-05-07,2265.639892578125,0,0.0002380952380952381,0,-0.02355472259906076,103233.88170532226,45.565,0,0.0,0.0,2862333.3799004774,2862333.3799004774,2631794.4451307757
68,2010-05-10,2374.669921875,0,0.0002380952380952381,0,0.04700121524963423,106503.94599609375,44.85,0,0.0,0.0,2818099.5281064105,2818099.5281064105,2715159.8760678675
69,2010-05-11,2375.31005859375,0,0.0002380952380952381,0,0.0002695323876132477,107114.60709228515,45.095,0,0.0,0.0,2834164.8048397386,2834164.8048397386,2730727.773489389
70,2010-05-12,2425.02001953125,0,0.0002380952380952381,0,0.020711799879766297,109065.27537841797,44.975,0,0.0,0.0,2827297.754856555,2827297.754856555,2780457.163442886
71,2010-05-13,2394.360107421875,0,0.0002380952380952381,0,-0.012723763197326422,107925.78184204102,45.075,0,0.0,0.0,2834257.2973196395,2834257.2973196395,2751407.468616341
72,2010-05-14,2346.85009765625,0,0.0002380952380952381,0,-0.020041971572978087,106253.63817138672,45.275,0,0.0,0.0,2847507.8600189774,2847507.8600189774,2708778.649945642
73,2010-05-17,2354.22998046875,0,0.0002380952380952381,0,0.0031396567393400182,107152.77756103515,45.515,0,0.0,0.0,2863280.3027170994,2863280.3027170994,2731700.8728823876
74,2010-05-18,2317.260009765625,0,0.0002380952380952381,0,-0.015828244362282185,105655.47014526367,45.595,0,0.0,0.0,2868994.715991065,2868994.715991065,2693529.2447852395
75,2010-05-19,2298.3701171875,0,0.0002380952380952381,0,-0.008185230412251741,106563.93048339844,46.365,0,0.0,0.0,2918128.8666946758,2918128.8666946758,2716689.09145602
76,2010-05-20,2204.010009765625,0,0.0002380952380952381,0,-0.041921794110375186,103180.72860717773,46.815,0,0.0,0.0,2947145.8417474767,2947145.8417474767,2630439.385860239
77,2010-05-21,2229.0400390625,0,0.0002380952380952381,0,0.01129258411771245,104597.7038330078,46.925,0,0.0,0.0,2954772.3758328515,2954772.3758328515,2666563.064119983
78,2010-05-24,2213.550048828125,0,0.0002380952380952381,0,-0.0069734333798420235,103981.51354370118,46.975,0,0.0,0.0,2958624.2919739117,2958624.2919739117,2650854.208134409
79,2010-05-25,2210.949951171875,0,0.0002380952380952381,0,-0.0011753183209667303,105053.28692993164,47.515,0,0.0,0.0,2993339.521808992,2993339.521808992,2678177.478341102
80,2010-05-26,2195.8798828125,0,0.0002380952380952381,0,-0.006839441354734274,103480.83947753906,47.125,0,0.0,0.0,2969483.0874532023,2969483.0874532023,2638090.266641753
81,2010-05-27,2277.679931640625,0,0.0002380952380952381,0,0.036574527066300024,106470.148404541,46.745,0,0.0,0.0,2946245.2038251655,2946245.2038251655,2714298.256682468
82,2010-05-28,2257.0400390625,0,0.0002380952380952381,0,-0.009103113418783029,104557.37980957032,46.325,0,0.0,0.0,2920474.918704298,2920474.918704298,2665535.0630496466
83,2010-06-01,2222.330078125,0,0.0002380952380952381,0,-0.015498007429758352,104793.97483398438,47.155,0,0.0,0.0,2973496.102201906,2973496.102201906,2671566.7017007614
84,2010-06-02,2281.070068359375,0,0.0002380952380952381,0,0.02608843089787107,107176.07716186524,46.985,0,0.0,0.0,2963484.23148036,2963484.23148036,2732294.8615906043
85,2010-06-03,2303.030029296875,0,0.0002380952380952381,0,0.009580998867807874,107459.38116699219,46.66,0,0.0,0.0,2943691.102622849,2943691.102622849,2739517.2763120104
86,2010-06-04,2219.169921875,0,0.0002380952380952381,0,-0.03709244306445983,104045.78178710937,46.885,0,0.0,0.0,2958586.8056764835,2958586.8056764835,2652492.6315202774
87,2010-06-07,2173.89990234375,0,0.0002380952380952381,0,-0.020610472338597377,102368.9464013672,47.09,0,0.0,0.0,2972227.357696226,2972227.357696226,2609744.2045436385
88,2010-06-08,2170.570068359375,0,0.0002380952380952381,0,-0.0015329071941423608,101702.06055297851,46.855,0,0.0,0.0,2958102.2971951975,2958102.2971951975,2592742.9405948934
89,2010-06-09,2158.85009765625,0,0.0002380952380952381,0,-0.005414119619881542,101498.3373413086,47.015,0,0.0,0.0,2968907.9063279843,2968907.9063279843,2587549.319973831
90,2010-06-10,2218.7099609375,0,0.0002380952380952381,0,0.027350210559287075,103780.15842285156,46.775,0,0.0,0.0,2954459.2452402734,2954459.2452402734,2645720.9584706663
91,2010-06-11,2243.60009765625,0,0.0002380952380952381,0,0.011155833874516446,104944.39456787109,46.775,0,0.0,0.0,2955162.687917711,2955162.687917711,2675401.4293458103
92,2010-06-14,2243.9599609375,0,0.0002380952380952381,0,0.00016038260316193854,104332.91838378906,46.495,0,0.0,0.0,2938176.3878171085,2938176.3878171085,2659812.7524694484
93,2010-06-15,2305.8798828125,0,0.0002380952380952381,0,0.02722018672856143,106912.12076660157,46.365,0,0.0,0.0,2930660.8137072627,2930660.8137072627,2725565.6854389743
94,2010-06-16,2305.929931640625,0,0.0002380952380952381,0,2.170463663534081e-05,106983.6191784668,46.395,0,0.0,0.0,2933254.8442575783,2933254.8442575783,2727388.4312281883
95,2010-06-17,2307.159912109375,0,0.0002380952380952381,0,0.0005332566845899274,106648.46693725586,46.225,0,0.0,0.0,2923205.24120973,2923205.24120973,2718844.222755917
96,2010-06-18,2309.800048828125,0,0.0002380952380952381,0,0.0011436690068173058,106331.64524780272,46.035,0,0.0,0.0,2911885.904527299,2911885.904527299,2710767.3244680096
97,2010-06-21,2289.090087890625,0,0.0002380952380952381,0,-0.009006564765790122,104554.18976440429,45.675,0,0.0,0.0,2889807.8644230803,2889807.8644230803,2665453.737587414
98,2010-06-22,2261.800048828125,0,0.0002380952380952381,0,-0.011993419029346173,104144.58324829102,46.045,0,0.0,0.0,2913905.4138562963,2913905.4138562963,2655011.4279891625
99,2010-06-23,2254.22998046875,0,0.0002380952380952381,0,-0.0033525354794258487,104089.06934814452,46.175,0,0.0,0.0,2922826.1028859024,2922826.1028859024,2653596.1835789005
100,2010-06-24,2217.419921875,0,0.0002380952380952381,0,-0.016464119908311845,103098.93926757811,46.495,0,0.0,0.0,2943777.6576727093,2943777.6576727093,2628354.288157107
101,2010-06-25,2223.47998046875,0,0.0002380952380952381,0,0.002729204660573056,102446.84010009766,46.075,0,0.0,0.0,2917886.7382909986,2917886.7382909986,2611729.9886703524
102,2010-06-28,2220.64990234375,0,0.0002380952380952381,0,-0.0012736254709864773,102605.12873779297,46.205,0,0.0,0.0,2926814.251871721,2926814.251871721,2615765.3223276003
103,2010-06-29,2135.179931640625,0,0.0002380952380952381,0,-0.0392489816005911,99253.83912231446,46.485,0,0.0,0.0,2945247.4610827877,2945247.4610827877,2530329.1724091372
104,2010-06-30,2109.239990234375,0,0.0002380952380952381,0,-0.012223231843773968,97963.65134643555,46.445,0,0.0,0.0,2943414.346738511,2943414.346738511,2497437.7518247007
105,2010-07-01,2101.360107421875,0,0.0002380952380952381,0,-0.003742883118301788,97891.86060424805,46.585,0,0.0,0.0,2952987.5465560965,2952987.5465560965,2495607.55350822
106,2010-07-02,2091.7900390625,0,0.0002380952380952381,0,-0.004564627853397598,97446.03896972656,46.585,0,0.0,0.0,2953690.638829086,2953690.638829086,2484241.993268976
107,2010-07-06,2093.8798828125,0,0.0002380952380952381,0,0.000998570820281145,97930.76211914064,46.77,0,0.0,0.0,2966123.699260249,2966123.699260249,2496599.289836548
108,2010-07-07,2159.469970703125,0,0.0002380952380952381,0,0.0308440594014457,101538.27802246095,47.02,0,0.0,0.0,2982684.7604290773,2982684.7604290773,2588567.548302119
109,2010-07-08,2175.39990234375,0,0.0002380952380952381,0,0.007349703135670728,101932.7132241211,46.857,0,0.0,0.0,2973055.1187894787,2973055.1187894787,2598623.087777583
110,2010-07-09,2196.449951171875,0,0.0002380952380952381,0,0.00962988767032206,102497.33697143555,46.665,0,0.0,0.0,2961580.677281574,2961580.677281574,2613017.331384665
111,2010-07-12,2198.360107421875,0,0.0002380952380952381,0,0.0008692782372006918,102630.44161499024,46.685,0,0.0,0.0,2963555.1097316975,2963555.1097316975,2616410.636525784
112,2010-07-13,2242.030029296875,0,0.0002380952380952381,0,0.019670041843501088,104859.74447021485,46.77,0,0.0,0.0,2969656.5022686706,2969656.5022686706,2673243.400866097
113,2010-07-14,2249.840087890625,0,0.0002380952380952381,0,0.0034774231045135136,105078.78130493163,46.705,0,0.0,0.0,2966236.3947999617,2966236.3947999617,2678827.4195561246
114,2010-07-15,2249.080078125,0,0.0002380952380952381,0,-0.0003378631959712415,104840.86784179688,46.615,0,0.0,0.0,2961226.73800572,2961226.73800572,2672762.169268558
115,2010-07-16,2179.050048828125,0,0.0002380952380952381,0,-0.03163225403315643,101816.11353149415,46.725,0,0.0,0.0,2968919.5629054857,2968919.5629054857,2595650.5518398616
116,2010-07-19,2198.22998046875,0,0.0002380952380952381,0,0.00876345779149174,103569.60552978516,47.115,0,0.0,0.0,2994407.1575479778,2994407.1575479778,2640353.2252688855
117,2010-07-20,2222.489990234375,0,0.0002380952380952381,0,0.010975702359883936,105068.21428833007,47.275,0,0.0,0.0,3005288.956909722,3005288.956909722,2678558.0291667082
118,2010-07-21,2187.330078125,0,0.0002380952380952381,0,-0.015946526903160615,103165.42313476562,47.165,0,0.0,0.0,2999011.761862232,2999011.761862232,2630049.1955795977
119,2010-07-22,2245.889892578125,0,0.0002380952380952381,0,0.02642017366813845,105837.56118774414,47.125,0,0.0,0.0,2997182.39087868,2997182.39087868,2698171.385390551
120,2010-07-23,2269.469970703125,0,0.0002380952380952381,0,0.01044447981802797,106472.1836755371,46.915,0,0.0,0.0,2984539.8613923346,2984539.8613923346,2714350.1428928226
121,2010-07-26,2296.429931640625,0,0.0002380952380952381,0,0.011809402237251337,108058.51043334961,47.055,0,0.0,0.0,2994156.691861298,2994156.691861298,2754791.186864126
122,2010-07-27,2288.25,0,0.0002380952380952381,0,-0.0035683801017334735,106758.30375,46.655,0,0.0,0.0,2969417.186423429,2969417.186423429,2721644.349118268
123,2010-07-28,2264.56005859375,0,0.0002380952380952381,0,-0.010406827830186321,105890.82833984375,46.76,0,0.0,0.0,2976807.0498997327,2976807.0498997327,2699529.3522972283
124,2010-07-29,2251.68994140625,0,0.0002380952380952381,0,-0.005699486090026141,104786.89480322265,46.537,0,0.0,0.0,2963319.3213502862,2963319.3213502862,2671386.2068349067
125,2010-07-30,2254.699951171875,0,0.0002380952380952381,0,0.0013358853916383606,104629.35123413087,46.405,0,0.0,0.0,2955619.5584350694,2955619.5584350694,2667369.867594798
126,2010-08-02,2295.360107421875,1,,0,0.0,106148.9281677246,46.245,1,27.844082926253684,2955619.5584350694,0.0,2955619.5584350694,2706109.2239642167
127,2010-08-03,2283.52001953125,0,-0.005171620113031329,0,-0.005171620113031329,105418.70170166016,46.165,0,0.0,0.0,2951210.30160342,2951210.30160342,2687493.1850695284
128,2010-08-04,2303.570068359375,0,0.0002380952380952381,0,0.008742002504221165,105710.83043701173,45.89,0,0.0,0.0,2934332.9245202946,2934332.9245202946,2694940.573177591
129,2010-08-05,2293.06005859375,0,0.0002380952380952381,0,-0.004572927466642149,105675.67280029297,46.085,0,0.0,0.0,2947500.412006355,2947500.412006355,2694044.2814612295
130,2010-08-06,2288.469970703125,0,0.0002380952380952381,0,-0.0020037364797458068,105235.2916027832,45.985,0,0.0,0.0,2941806.406537395,2941806.406537395,2682817.417081039
131,2010-08-09,2305.68994140625,0,0.0002380952380952381,0,0.007496496280363925,106349.94854736328,46.125,0,0.0,0.0,2951463.0809946377,2951463.0809946377,2711233.9398980928
132,2010-08-10,2277.169921875,0,0.0002380952380952381,0,-0.012446545854021336,105660.684375,46.4,0,0.0,0.0,2969762.609156515,2969762.609156515,2693662.1738258707
133,2010-08-11,2208.6298828125,0,0.0002380952380952381,0,-0.030561048881504464,103154.0586767578,46.705,0,0.0,0.0,2989990.7643668717,2989990.7643668717,2629759.475606244
134,2010-08-12,2190.27001953125,0,0.0002380952380952381,0,-0.00834752792752591,102438.92881347657,46.77,0,0.0,0.0,2994863.878784732,2994863.878784732,2611528.3021713146
135,2010-08-13,2173.47998046875,0,0.0002380952380952381,0,-0.007695272147745439,101338.50408935547,46.625,0,0.0,0.0,2986292.0311485324,2986292.0311485324,2583474.6086708293
136,2010-08-16,2181.8701171875,0,0.0002380952380952381,0,0.0038528003073326185,102111.521484375,46.8,0,0.0,0.0,2998211.6558585865,2998211.6558585865,2603181.5387270786
137,2010-08-17,2209.43994140625,0,0.0002380952380952381,0,0.012556702257965773,103059.32606689454,46.645,0,0.0,0.0,2988995.541275407,2988995.541275407,2627344.408456851
138,2010-08-18,2215.699951171875,0,0.0002380952380952381,0,0.0028292953865824894,103162.9897265625,46.56,0,0.0,0.0,2984260.436143879,2984260.436143879,2629987.1594526414
139,2010-08-19,2178.949951171875,0,0.0002380952380952381,0,-0.016725271637205722,101349.49907885742,46.513,0,0.0,0.0,2981958.512132935,2981958.512132935,2583754.909593526
140,2010-08-20,2179.760009765625,0,0.0002380952380952381,0,0.00037169649292374823,101609.51285522462,46.615,0,0.0,0.0,2989207.744364337,2989207.744364337,2590383.574533724
141,2010-08-23,2159.6298828125,0,0.0002380952380952381,0,-0.009277927013352873,100735.93588378908,46.645,0,0.0,0.0,2991843.2239248375,2991843.2239248375,2568113.027472626
142,2010-08-24,2123.760009765625,0,0.0002380952380952381,0,-0.016748749220783576,99614.96325805664,46.905,0,0.0,0.0,3009232.151068082,3009232.151068082,2539535.495747456
143,2010-08-25,2141.5400390625,0,0.0002380952380952381,0,0.008337107392268225,100448.93553222656,46.905,0,0.0,0.0,3009948.6349135744,3009948.6349135744,2560796.3798903055
144,2010-08-26,2118.68994140625,0,0.0002380952380952381,0,-0.010727269129683909,99250.03030517578,46.845,0,0.0,0.0,3006815.01927062,3006815.01927062,2530232.0722747385
145,2010-08-27,2153.6298828125,0,0.0002380952380952381,0,0.016356790614827428,100811.41481445314,46.81,0,0.0,0.0,3005284.4012839715,3005284.4012839715,2570037.2506749765
146,2010-08-30,2119.969970703125,0,0.0002380952380952381,0,-0.015752812299827643,99458.39117553711,46.915,0,0.0,0.0,3012741.1300242194,3012741.1300242194,2535543.923114222
147,2010-08-31,2114.030029296875,0,0.0002380952380952381,0,-0.0028058315083575184,99496.82332885741,47.065,0,0.0,0.0,3023091.0011794,3023091.0011794,2536523.6937665697
148,2010-09-01,2176.840087890625,0,0.0002380952380952381,0,0.029278231978037042,101604.01110229491,46.675,0,0.0,0.0,2998760.2059673,2998760.2059673,2590243.3155164355
149,2010-09-02,2200.010009765625,0,0.0002380952380952381,0,0.010587585956782783,102795.46770629883,46.725,0,0.0,0.0,3002686.580216116,3002686.580216116,2620617.7315534353
150,2010-09-03,2233.75,0,0.0002380952380952381,0,0.015219877244115384,103835.86875,46.485,0,0.0,0.0,2987978.396352082,2987978.396352082,2647141.210495522
151,2010-09-07,2208.889892578125,0,0.0002380952380952381,0,-0.011191709212920302,103453.35811889649,46.835,0,0.0,0.0,3011187.236983684,3011187.236983684,2637389.670230716
152,2010-09-08,2228.8701171875,0,0.0002380952380952381,0,0.009004704883898327,103624.62948828125,46.492,0,0.0,0.0,2989851.50729763,2989851.50729763,2641755.97934465
153,2010-09-09,2236.199951171875,0,0.0002380952380952381,0,0.003283191733339541,103670.22973632812,46.36,0,0.0,0.0,2982074.5958609027,2982074.5958609027,2642918.4899228043
